[General]
Name|Liz Katz
BGC48|방금 뭐였지? 아, 아무렴 어때. 누가 마스크를 쓴 걸 본 것 같아. 미쳤어!
BGC49|그래서, 어... Doja Cat. 이 파티에. 그녀가 여기 있을 줄 몰랐어! 그녀가 정말 부분적으로 고양이라고 생각해?
BGC50|고마워! 이 의상 정말 죽인다. 있잖아, 우리 아빠 쪽이 부분적으로 엘프야...
BGC51|아니, 난 잠복 경찰이 아니야. 아니, 난 진짜 탐정이 아니야. 진짜 탐정이 이런 걸 입겠어? 아니, 난 가짜 탐정으로 위장한 잠복 경찰이 아니야.
BGC52|이 파티에는 심각한 성적 긴장감이 흐르고 있어.
BGC53|이게 내가 운이 좋을 종류의 밤인지, 아니면 끔찍한 죽음 속에서 불타버릴 밤인지 모르겠어. 하지만 분명히 변태 같아.
BGC54|이 모든 것의 흥미진진한 클라이맥스가 있기를 정말 바라.
BGC55|이 파티를 코스프레한다면, 난 펭귄으로 변장할 거야... 너무 귀엽잖아!
BGC56|우리 미친 세상에서 여자와 닌자 거북이가 데이트할 수 있다고 생각해?
BGC57|내 유해한 특성은 유해한 특성에 약하다는 거야.
BGC58|오 안녕, 난 헨타이 바비야!
BGC59|그건 H-2-O야.
BGC60|음, 내가 예술 작품은 아니지만, 여전히 꽤 쓸만한 물건이지.
BGC61|젠장할 스커니 카트!
BGC62|만약 다중 우주가 사실이라면, 네 춤은 어떤 차원에서는 정말 멋질 거야... 하지만 이 차원에서는 아니야.
BGC63|이게 진짜 파티지!
BGC64|오 이런, 싸움이다! 최고의 콤보를 스팸해! 스팸, 스팸, 스팸!
BGC65|워! 금요일 밤의 펑크(funk)다! 멋진 동작이야!
BGC66|윌리를 구하라!
BGC67|취중 횡설수설
BGC68|도와줘! 아니, 진심으로. 도와줘. 여기서 나가게 해 줘!
BGC69|음... 그래, 괜찮아.
BGC70|안녕하세요, 미스터 앤 미즈 촉수... 당신은 성별이 없다고 생각해요, 왜냐하면 당신은 그저 부속물에 불과하니까요.
BGC71|좀 자신을 드러내는 거야? 그거 마음에 드는데!
BGC72|오, 아직 안 끝났어. 시작 버튼이 진짜 어디 있는지 알려줄게.
BGC73|시작하기 전에, 알아야 할 게 있어: 부상, 한계, 아니면 안전 단어 있어?
BGC74|신음
